,DATE,per_capita_income,county,state
3194,1983-01-01,9757,Wyoming County,New York
3195,1984-01-01,10777,Wyoming County,New York
3196,1985-01-01,11484,Wyoming County,New York
3197,1986-01-01,12184,Wyoming County,New York
3198,1987-01-01,12655,Wyoming County,New York
3199,1988-01-01,13210,Wyoming County,New York
3200,1989-01-01,14309,Wyoming County,New York
3201,1990-01-01,14554,Wyoming County,New York
3202,1991-01-01,14492,Wyoming County,New York
3203,1992-01-01,15644,Wyoming County,New York
3204,1993-01-01,15972,Wyoming County,New York
3205,1994-01-01,16767,Wyoming County,New York
3206,1995-01-01,17253,Wyoming County,New York
3207,1996-01-01,17921,Wyoming County,New York
3208,1997-01-01,18370,Wyoming County,New York
3209,1998-01-01,19007,Wyoming County,New York
3210,1999-01-01,19823,Wyoming County,New York
3211,2000-01-01,20716,Wyoming County,New York
3212,2001-01-01,21457,Wyoming County,New York
3213,2002-01-01,22472,Wyoming County,New York
3214,2003-01-01,23710,Wyoming County,New York
3215,2004-01-01,25379,Wyoming County,New York
3216,2005-01-01,26371,Wyoming County,New York
3217,2006-01-01,26797,Wyoming County,New York
3218,2007-01-01,28448,Wyoming County,New York
3219,2008-01-01,30096,Wyoming County,New York
3220,2009-01-01,29077,Wyoming County,New York
3221,2010-01-01,31317,Wyoming County,New York
3222,2011-01-01,32981,Wyoming County,New York
3223,2012-01-01,33655,Wyoming County,New York
3224,2013-01-01,34657,Wyoming County,New York
3225,2014-01-01,36541,Wyoming County,New York
3226,2015-01-01,35936,Wyoming County,New York
3227,2016-01-01,36513,Wyoming County,New York
3228,2017-01-01,38614,Wyoming County,New York
3229,2018-01-01,39048,Wyoming County,New York
3230,2019-01-01,41950,Wyoming County,New York
3231,2020-01-01,45927,Wyoming County,New York
3232,2021-01-01,49062,Wyoming County,New York
3233,1969-01-01,3293,Yates County,New York
3234,1970-01-01,3497,Yates County,New York
3235,1971-01-01,3767,Yates County,New York
3236,1972-01-01,3898,Yates County,New York
3237,1973-01-01,4502,Yates County,New York
3238,1974-01-01,5149,Yates County,New York
3239,1975-01-01,5467,Yates County,New York
3240,1976-01-01,5736,Yates County,New York
3241,1977-01-01,6057,Yates County,New York
3242,1978-01-01,6733,Yates County,New York
3243,1979-01-01,7401,Yates County,New York
3244,1980-01-01,8006,Yates County,New York
3245,1981-01-01,8988,Yates County,New York
3246,1982-01-01,9426,Yates County,New York
3247,1983-01-01,9907,Yates County,New York
3248,1984-01-01,10734,Yates County,New York
3249,1985-01-01,11381,Yates County,New York
3250,1986-01-01,11830,Yates County,New York
3251,1987-01-01,12349,Yates County,New York
3252,1988-01-01,13059,Yates County,New York
3253,1989-01-01,14000,Yates County,New York
3254,1990-01-01,14751,Yates County,New York
3255,1991-01-01,15267,Yates County,New York
3256,1992-01-01,15985,Yates County,New York
3257,1993-01-01,16194,Yates County,New York
3258,1994-01-01,16448,Yates County,New York
3259,1995-01-01,17092,Yates County,New York
3260,1996-01-01,17837,Yates County,New York
3261,1997-01-01,18900,Yates County,New York
3262,1998-01-01,19247,Yates County,New York
3263,1999-01-01,19854,Yates County,New York
3264,2000-01-01,21230,Yates County,New York
3265,2001-01-01,22468,Yates County,New York
3266,2002-01-01,22439,Yates County,New York
3267,2003-01-01,22834,Yates County,New York
3268,2004-01-01,25602,Yates County,New York
3269,2005-01-01,26291,Yates County,New York
3270,2006-01-01,27154,Yates County,New York
3271,2007-01-01,27714,Yates County,New York
3272,2008-01-01,29102,Yates County,New York
3273,2009-01-01,29690,Yates County,New York
3274,2010-01-01,31614,Yates County,New York
3275,2011-01-01,32762,Yates County,New York
3276,2012-01-01,33914,Yates County,New York
3277,2013-01-01,34839,Yates County,New York
3278,2014-01-01,35657,Yates County,New York
3279,2015-01-01,35440,Yates County,New York
3280,2016-01-01,36699,Yates County,New York
3281,2017-01-01,38678,Yates County,New York
3282,2018-01-01,39060,Yates County,New York
3283,2019-01-01,42576,Yates County,New York
3284,2020-01-01,46399,Yates County,New York
3285,2021-01-01,48934,Yates County,New York
